turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,3006.577430630644,202578.255271566,89606.25443460504,366
1,1,664.276191159014,56281.852318739184,30898.486634913115,366
1,2,663.3686336424444,49799.39062812297,18110.23467209693,366
1,3,724.0180506262036,65883.39526632374,25320.323168260576,366
1,4,954.9145552029818,30613.617058380136,15277.209959334432,366
2,0,1916.3350112215935,355933.1746841979,109009.38257398861,448
2,1,369.4850022417975,109363.95623754305,41512.58150301398,448
2,2,247.5959121817813,88532.05868805789,19378.5731897044,448
2,3,535.7290010051897,88886.61963363856,30154.426725679165,448
2,4,763.525095792825,69150.54012495841,17963.80115559106,448
3,0,1332.2689911843156,437949.8905125393,116300.52507651965,448
3,1,66.39534231465296,150918.5989266561,42879.85954392469,448
3,2,478.2087185078173,90230.03088099885,22237.836230469136,448
3,3,462.8846581813943,107594.59918652916,32623.858702353864,448
3,4,324.780272180451,89206.66151835519,18558.970599771957,448
4,0,577.6357283161722,571145.7422779419,127109.90996888973,448
4,1,92.3122026588143,184230.15724790932,48518.60984960859,448
4,2,135.6575454684068,129637.076523973,23041.28618653641,448
4,3,164.7837825402604,153449.80230546687,35926.4921074223,448
4,4,184.8821976486907,103828.7062005927,19623.521825322423,448
5,0,773.3681570987726,684637.9809239949,152134.16570259334,448
5,1,14.540124599757725,211359.1786398915,52271.83017209071,448
5,2,78.46109289731345,160770.40265881937,31411.428303040768,448
5,3,224.350374740807,201348.4941890629,46346.173809470005,448
5,4,456.01656486089445,111159.9054362211,22104.733417991865,448
6,0,925.285055353411,695997.2923704108,159581.9879856336,448
6,1,80.89729734403683,227616.59881143633,56753.11354217751,448
6,2,109.12513620055962,179065.27205433697,32559.967711434885,448
6,3,210.88963028910277,192503.06094556302,47120.74774211818,448
6,4,524.3729915197118,96812.36055907444,23148.158989903008,448
