turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,2562.977913117684,165237.5515290382,119640.43486212175,366
1,1,595.1843446842144,45236.890914769414,42420.95725712944,366
1,2,535.1279046083679,42110.392097969896,23492.38673200659,366
1,3,601.3471182877034,54235.329538434744,33211.04458600842,366
1,4,831.3185455373983,23654.93897786414,20516.046286977293,366
2,0,1655.529775758216,237879.64455936672,147620.1867806835,435
2,1,547.6998224909065,62327.371904006955,54934.52014527278,435
2,2,295.20094090235926,57964.381058602725,26089.369430757266,435
2,3,339.6187811167073,81017.0901845303,41942.948702058726,435
2,4,473.010231248243,36570.80141222672,24653.348502594723,435
3,0,2892.716483810997,289438.42895986803,187300.5322302268,435
3,1,500.187723081254,78575.20613266305,65759.56604694568,435
3,2,712.6160864951744,68750.5200442502,35341.554255282885,435
3,3,680.1410472890148,88728.89815035088,54354.19654808653,435
3,4,999.7716269455537,53383.80463260392,31845.21537991171,435
4,0,1945.2397628605343,318153.552261983,202498.6216916181,435
4,1,475.39374187676094,83893.60271200685,73436.4725505596,435
4,2,610.4199223782009,55357.72635293146,37962.241398215054,435
4,3,413.9007692368012,112742.5047318086,59933.00463529151,435
4,4,445.52532936877134,66159.71846523606,31166.90310755195,435
5,0,2071.8032533880423,282000.6240268195,214914.96096816304,435
5,1,476.81794060570854,63555.2706441599,77692.82475095693,435
5,2,921.9504361018995,34884.61747711731,39679.055990321816,435
5,3,371.6074123932252,106497.56227240071,64448.667178406395,435
5,4,301.4274642872092,77063.17363314156,33094.41304847789,435
6,0,2431.683422200161,271416.4538858135,224163.5252497494,435
6,1,410.0200862678803,56643.79546998009,80562.15248749361,435
6,2,1120.5465703240802,22770.080486355626,38099.041883268976,435
6,3,521.6760774998805,102128.79793438618,68859.66222608683,435
6,4,379.44068810832,89873.77999509155,36642.66865289996,435
7,0,2142.260739100023,310368.47799055657,238435.48575129022,435
7,1,347.11577918060044,72607.47970342274,86605.2148096582,435
7,2,1180.7872789932978,17776.81818040726,41050.080903606366,435
7,3,358.6035372318945,115705.71413187066,72984.50596332779,435
7,4,255.75414369423035,104278.4659748559,37795.684074697914,435
8,0,2549.438192971566,265664.1749482664,81142.4221457359,435
8,1,402.57209836323926,68161.79925364799,24384.23742079323,435
8,2,1159.6897774266988,17613.179949379097,19743.676469638518,435
8,3,566.4988015597249,111383.72145820432,25346.1302628997,435
8,4,420.67751562190296,68505.474287035,11668.377992404432,435
