turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,3381.70099755112,150730.7766365041,119683.48287830103,366
1,1,744.0383258431176,41468.2136195006,42312.35788033909,366
1,2,757.9098073897527,38329.68700747266,23541.241127401223,366
1,3,836.5826685823724,50340.396089604496,33276.94987835566,366
1,4,1043.170195735877,20592.47991992635,20552.933992205064,366
2,0,3197.078192486014,227935.777985566,160038.9447923326,520
2,1,615.3728660926832,62101.65522194315,54718.34888746974,520
2,2,764.7364733326631,54328.94935610847,32207.493269982053,520
2,3,769.0228427835715,76915.55754167901,45968.485629578565,520
2,4,1047.9460102770963,34589.61586583539,27144.61700530223,520
3,0,2823.650709780541,267956.59202578396,167670.90614626266,535
3,1,773.0115631372558,75131.95207035847,64738.92127982569,535
3,2,561.5320334579674,71590.86418580376,28609.153472946717,535
3,3,507.61610956250354,94702.17357491133,47024.616025302385,535
3,4,981.4910036228143,26531.60219471039,27298.21536818787,535
4,0,2114.293761725908,338915.6360343869,183860.09315710573,535
4,1,545.4091320991788,100618.21173198277,71111.81048554245,535
4,2,303.29154982801884,90826.8296124551,31762.048557781618,535
4,3,373.82774328733734,116025.35923324621,52102.247921033515,535
4,4,891.7653365113732,31445.235456702827,28883.986192748147,535
5,0,2444.604625239088,331685.91602701164,145698.51684808524,535
5,1,398.5864408488096,101552.72925418011,54816.64181176965,535
5,2,429.19981828099594,81756.96014234223,25678.807683625415,535
5,3,445.33347898962995,114410.72381229112,40594.39659042969,535
5,4,1171.4848871196523,33965.50281819819,24608.670762260477,535
6,0,2583.1764049174394,271813.597605397,81680.617643992,535
6,1,504.54534594209207,75233.30703627932,30238.023395746197,535
6,2,461.88140864327653,71197.35612937837,14685.207997714826,535
6,3,521.2895914146873,90314.8797262308,23169.65652010134,535
6,4,1095.4600589173835,35068.05471350851,13587.729730429633,535
7,0,2702.327021713253,290109.44499747094,124897.4504118466,549
7,1,522.287586430205,90039.66728713977,47131.80652517618,549
7,2,442.5834197857611,61598.99995647663,22875.046695998604,549
7,3,569.7639987605284,101101.43627022872,39645.79757242041,549
7,4,1167.6920167367582,37369.34148362582,15244.799618251422,549
8,0,3725.3501236107213,263688.7906013882,67520.27927412286,549
8,1,340.76243207888973,93814.50199653859,21611.790216179998,549
8,2,1442.0088591728613,39872.24824578999,14999.288859358174,549
8,3,925.2726053554796,88699.03407176764,19861.761141297182,549
8,4,1017.3062270034908,41303.00628729201,11047.439057287504,549
