turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,2561.9695933117055,164576.72388688807,118838.18552882528,366
1,1,592.7127921516941,44918.94230709726,42025.95213362388,366
1,2,530.3791883843593,41571.471524634326,23243.435702177114,366
1,3,608.8608007077945,54239.978257659524,33084.32444179144,366
1,4,830.0168120678577,23846.331797496932,20484.473251232852,366
2,0,2666.633552219089,198213.83310776163,165332.1433892556,602
2,1,744.0070751661899,51458.48976086544,57845.31992210001,602
2,2,344.7245049033705,60375.84464256448,33419.74490602437,602
2,3,870.0021544875335,52236.01215277593,47022.97175589099,602
2,4,707.8998176619951,34143.48655155576,27044.106805240244,602
3,0,3330.078544235009,195692.53562310484,180118.72134431524,602
3,1,845.6786961878042,53554.9976507565,66933.66498837539,602
3,2,272.8931297025197,67782.41882461534,32238.966683443432,602
3,3,801.1782063506074,52026.47178747702,49294.47616258345,602
3,4,1410.3285119940774,22328.64736025598,31651.61350991297,602
4,0,2507.3082862067336,194595.18158808557,186270.93169118845,602
4,1,532.2796195306115,54673.20306976997,70150.7279765938,602
4,2,244.06889503009666,80168.60059065503,31706.631293755734,602
4,3,865.8187469064169,39033.196261535435,53076.93207336128,602
4,4,865.1410247396084,20720.181666125132,31336.640347477638,602
5,0,2607.0400374261562,175273.36853181876,115607.11672195916,952
5,1,624.471207698329,48291.31506415184,37320.393083558134,952
5,2,689.5520188508275,69929.38953832758,18981.686558158865,952
5,3,716.9716514236077,40594.6436418299,33170.740785455666,952
5,4,576.0451594533921,16458.02028750945,26134.296294786483,952
6,0,2980.5612869584747,150070.66699927274,109878.93844444619,1318
6,1,573.3757217705833,36890.480179105696,36493.37299380795,1318
6,2,387.62329135237246,62427.032930536436,11775.445291830092,1318
6,3,923.1306510005905,35947.40778839924,33356.81585661146,1318
6,4,1096.4316228349282,14805.746101231349,28253.304302196695,1318
7,0,3122.2813183627172,102579.54671058386,61209.480710108575,1684
7,1,458.11214621000505,28569.74626582039,19101.71618141135,1684
7,2,690.2187975725899,36595.45542046643,11278.96836889539,1684
7,3,910.8443297318641,25477.482566930557,18570.435906520488,1684
7,4,1063.106044848258,11936.862457366487,12258.36025328135,1684
8,0,2385.734697113666,104019.65568352095,128053.23358439884,1993
8,1,214.94224952283452,26951.10359844026,44795.22381801058,1993
8,2,724.2984035937178,43129.45685695182,27202.434944061242,1993
8,3,746.6084386182401,24105.431288193377,41989.18548812667,1993
8,4,699.8856053788733,9833.663939935494,14066.389334200365,1993
9,0,2992.5897029863054,55966.47432148685,115739.53687076352,2358
9,1,396.94731410280207,19619.077599522196,39435.95531838914,2358
9,2,909.6405470077216,12533.555774808869,12981.466054895049,2358
9,3,797.6180251036955,17350.571589788764,35571.09631121397,2358
9,4,888.3838167720863,6463.269357367023,27751.019186265363,2358
