turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,3231.6362313702166,169335.7297204301,119165.5525887541,366
1,1,706.6061008456834,47393.583442715106,42255.36278207551,366
1,2,720.3517385204434,42499.49978011764,23671.511728856218,366
1,3,796.5888926960314,55418.7229192316,32750.51867414019,366
1,4,1008.0894993080582,24023.923578365757,20488.159403682195,366
2,0,2583.4264396700046,258837.39609362883,151202.7685041264,505
2,1,648.8531848499543,69566.91098947977,56562.73104419312,505
2,2,668.4377832029367,46500.701113362265,28092.382383756627,505
2,3,520.3879112594071,92572.07129369685,41978.39453548829,505
2,4,745.7475603577066,50197.712697089955,24569.260540688356,505
3,0,3094.270803728293,259108.86627559262,170023.80531140306,505
3,1,520.782303036659,88387.78356363089,62472.70583502692,505
3,2,747.53947814261,52481.697745422985,32467.09540736855,505
3,3,690.7875519866082,92090.08650320167,46105.99471609798,505
3,4,1135.1614705624158,26149.29846333709,28978.009352909598,505
4,0,3009.517629861969,310103.92472662195,191490.0607846489,505
4,1,685.3860768903822,112072.6930021684,72342.71611287016,505
4,2,757.2989591444481,35375.85977442986,31895.33890004141,505
4,3,922.4276685031463,107111.32943796585,56540.89330970872,505
4,4,644.4049253239924,55544.042512057844,30711.11246202864,505
5,0,2906.7177692936352,368255.05024587625,204587.88484360802,505
5,1,332.7714890845209,135724.9968751774,75699.00298598236,505
5,2,1243.0155186893737,50281.19914335071,39350.687616508796,505
5,3,675.8855590675803,103459.63445048149,59173.04397471669,505
5,4,655.0452024521604,78789.21977686667,30365.150266400196,505
6,0,2781.3170890046704,404734.47093858203,143367.74861584682,505
6,1,437.11320854512377,148173.95020253272,53119.38236945616,505
6,2,866.8722206157405,55626.93109381717,24745.399142232993,505
6,3,929.8843837973457,101676.80247567405,44012.07308391462,505
6,4,547.4472760464606,99256.78716655809,21490.894020243046,505
7,0,1909.1209402737481,383832.41227348486,156413.38202712132,505
7,1,222.52762130603196,152351.27580202642,61506.86161988753,505
7,2,578.0855700406136,56212.2670072575,31006.398952837455,505
7,3,689.1787452664038,89764.69127570912,45268.83513217911,505
7,4,419.32900366069885,85504.17818849185,18631.286322217198,505
8,0,1920.2105880768231,414312.70705548325,139145.9334803053,505
8,1,121.19828246971448,169664.09201596532,51708.095679383725,505
8,2,680.5331376892813,84107.95786089059,30662.147569514378,505
8,3,612.5359288757877,101100.12294379662,44027.21176109526,505
8,4,505.9432390420397,59440.53423483067,12748.478470311933,505
