turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,2530.700838209612,165334.5803125478,119563.73314968747,366
1,1,579.7835814928661,44858.451936806065,42545.32319608763,366
1,2,522.183902548425,42151.917152276765,23737.501184123314,366
1,3,593.5132806392578,54331.987513280736,32705.988549193557,366
1,4,835.2200735290629,23992.223710184207,20574.920220282962,366
2,0,1979.2822171788907,224861.95798476518,145898.0880950986,387
2,1,430.15147939450026,66172.14827386051,54709.40527998026,387
2,2,516.7893715600246,47417.40717700569,27388.987790438587,387
2,3,391.60229586625826,74781.76983898859,37277.39533287778,387
2,4,640.7390703581078,36490.6326949104,26522.299691801956,387
3,0,2799.7691727659712,227925.51051696268,174968.59856623845,481
3,1,492.00110646625603,70853.66273831823,63316.72584227713,481
3,2,950.3886060334921,18825.651333297912,31653.143527682056,481
3,3,556.3393871465115,91416.63570175252,50587.73203331867,481
3,4,801.0400731197117,46829.56074359402,29410.99716296058,481
4,0,2686.4649121429816,225638.12607099646,181706.8317441014,566
4,1,438.7878130577645,68007.62456492765,68033.12842656196,566
4,2,801.7907056149982,20248.118679885858,28298.84445186986,566
4,3,549.8875364965822,86263.87200791575,51788.408604117896,566
4,4,895.9988569736367,51118.5108182672,33586.45026155169,566
5,0,2943.788077133808,178513.93312204944,197393.8431131904,566
5,1,429.0212567078998,61979.83694453369,74226.17072074127,566
5,2,1062.852914061751,11360.26357902923,31204.837273734178,566
5,3,710.7176048906294,58649.38332838017,57792.45497882327,566
5,4,741.1963014735278,46524.44927010635,34170.38013989168,566
6,0,2603.200054452959,205862.6243559957,221527.97845062398,566
6,1,464.4779036082692,60933.6594130301,81291.34250635175,566
6,2,944.2438198490638,15178.666839173544,35378.801161407486,566
6,3,714.9627988066757,62698.34614865925,67383.6889430866,566
6,4,479.51553218895043,67051.95195513283,37474.14583977816,566
7,0,2439.162391084427,183566.96585855103,59685.414700790454,787
7,1,436.429120984037,55495.025377623526,19649.26137740205,787
7,2,1005.5098483331432,10597.443561484915,11744.004339501864,787
7,3,748.4280488521291,42257.47653852014,18028.597515093796,787
7,4,248.7953729151177,75217.02038092245,10263.551468792739,787
8,0,2693.9016152047166,168119.79140410287,63200.72323817367,1152
8,1,297.19831411496085,45574.22341285489,19283.302135584283,1152
8,2,1018.1548265682103,8601.771337950639,12219.99998604454,1152
8,3,896.948107726161,34872.6218198676,20815.809137968517,1152
8,4,481.6003667953842,79071.17483342973,10881.611978576333,1152
9,0,2834.2343774714423,123957.79999753207,137148.78762428858,1518
9,1,416.00290328137703,30902.435119849077,47307.844328907864,1518
9,2,1044.1227055252655,6203.944118452229,27833.63207318542,1518
9,3,981.0324757105996,26652.891362411392,47711.39790273124,1518
9,4,393.0762929542003,60198.52939681938,14295.913319464076,1518
