turn,player,budget,action1,action2,action3,action4,action5,action6
1,1,15,Collect frequency:2,Maintenance of water treatment facilities:false,Install water treatment facilities for every home:(P1%60;P2%60;P3%60;P4%60;)
1,4,0,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:low
1,3,0,Collect frequency:2,Maintenance of water treatment facilities:false,Help farmers to buy manure:low
1,2,10,Collect frequency:2,Maintenance of water treatment facilities:false
2,4,0,Collect frequency:2,Maintenance of water treatment facilities:true,Drain and dredge:low,Help farmers to buy manure:low,Organise sensibilization events about waste sorting
2,1,15,Collect frequency:2,Maintenance of water treatment facilities:true,Make farmers participate in building collection pits for pesticide packagings
2,2,15,Collect frequency:2,Maintenance of water treatment facilities:true,Help farmers to buy manure:high
2,3,15,Collect frequency:2,Maintenance of water treatment facilities:true,Make farmers participate in building collection pits for pesticide packagings
3,1,15,Collect frequency:2,Maintenance of water treatment facilities:true,Put part of the fields in fallow
3,2,15,Collect frequency:2,Maintenance of water treatment facilities:true,Put part of the fields in fallow
3,3,15,Collect frequency:2,Maintenance of water treatment facilities:true,Put part of the fields in fallow
3,4,12,Collect frequency:2,Maintenance of water treatment facilities:true,Make farmers participate in building collection pits for pesticide packagings,Trimestrial collective waste collection:low
4,1,5,Collect frequency:2,Maintenance of water treatment facilities:true,Trimestrial collective waste collection:high,Organise sensibilization events about waste sorting
4,3,0,Collect frequency:2,Maintenance of water treatment facilities:true,Organise sensibilization events about waste sorting,Trimestrial collective waste collection:high
4,4,12,Collect frequency:2,Maintenance of water treatment facilities:true,Organise sensibilization events about waste sorting,Trimestrial collective waste collection:low,Help farmers to buy manure:low
4,2,0,Collect frequency:4,Maintenance of water treatment facilities:false,Make farmers participate in building collection pits for pesticide packagings
5,4,7,Collect frequency:2,Maintenance of water treatment facilities:true,Trimestrial collective waste collection:low,Drain and dredge:low,Organise sensibilization events about waste sorting
5,1,15,Collect frequency:2,Maintenance of water treatment facilities:false,Trimestrial collective waste collection:high,Help farmers to buy manure:low
5,2,0,Collect frequency:4,Maintenance of water treatment facilities:true,Organise sensibilization events about waste sorting,Help farmers to buy manure:low
5,3,5,Collect frequency:4,Maintenance of water treatment facilities:false,Drain and dredge:low,Help farmers to buy manure:low
6,3,110,Collect frequency:0,Maintenance of water treatment facilities:false
6,4,115,Collect frequency:0,Maintenance of water treatment facilities:false
6,2,120,Collect frequency:0,Maintenance of water treatment facilities:false
6,1,95,Collect frequency:0,Maintenance of water treatment facilities:false
