turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,3360.444901953926,151638.17901613412,119893.27184653826,366
1,1,736.4350585988534,41858.73037615366,42588.30361999731,366
1,2,752.3226454305033,38766.318601449406,23688.890745545235,366
1,3,836.2990185948914,50464.16953499697,33202.80275287769,366
1,4,1035.388179329678,20548.9605035341,20413.274728118027,366
2,0,3218.5662993900114,215257.0597533782,152973.9788848125,586
2,1,785.7162426730731,63623.24703799853,56690.447353473886,586
2,2,745.3392545744293,52562.57405412507,29894.822270064367,586
2,3,641.9307760964109,66790.02286492253,40351.55878940694,586
2,4,1045.580026046098,32281.21579633208,26037.15047186732,586
3,0,3781.070067790784,222593.02323166258,178635.38280745747,586
3,1,768.2723517144183,60300.40877660622,64847.578898794985,586
3,2,627.4112463941176,65290.349167218774,31747.948306243394,586
3,3,1075.0638077544377,67977.38375326163,52262.67340995723,586
3,4,1310.3226619278103,29024.881534575965,29777.18219246185,586
4,0,3363.9623609577516,252028.8193659313,194954.03574609736,586
4,1,869.4830061894827,66777.00634988293,73031.67038754803,586
4,2,450.2729600837645,73402.80273035064,33961.13668457729,586
4,3,1191.7781037257403,69434.55388588317,58761.33170729574,586
4,4,852.4282909587641,42414.45639981454,29199.89696667632,586
5,0,1607.0767921068568,287948.9722968396,185485.0993753363,586
5,1,495.9220689331984,75634.58170353013,72909.7133876375,586
5,2,342.7735971177428,74347.95666930947,30715.29832617749,586
5,3,391.8289575084759,84469.72893829271,52965.26467258132,586
5,4,376.55216854743975,53496.7049857073,28894.82298894,586
6,0,2894.643474799639,345981.5436552007,220232.66456396683,586
6,1,384.45151173974324,91885.03925626444,79395.75452788589,586
6,2,830.1924059369425,83851.6506836204,41411.675303636795,586
6,3,1003.3782058351147,102976.1163903021,67583.11912520387,586
6,4,676.6213512878384,67268.73732501375,31842.11560724027,586
7,0,1388.9902108797562,413594.4043111075,215236.94689562035,586
7,1,240.94976787350654,120827.56512892223,82995.8284061264,586
7,2,296.75373919382156,94144.09668723324,34466.47042501377,586
7,3,401.8730805029455,122655.19234469958,63760.41304538714,586
7,4,449.4136233094825,75967.55015025238,34014.23501909302,586
8,0,1741.0872131326942,403471.9866435304,156176.98842970593,586
8,1,253.83625970613758,121731.68102004839,53955.871473420426,586
8,2,557.1742907177046,86747.31952661235,31801.282562351535,586
8,3,460.79260876655866,132542.53235381865,48096.7914213463,586
8,4,469.2840539422931,62450.45374305104,22323.04297258766,586
