turn,player,productivity,solid_pollution,water_pollution,days_with_ecolabel
1,0,3374.203502241424,151205.92029470074,119994.15699191141,366
1,1,737.0083527805879,41966.56041254454,42740.07290444047,366
1,2,763.734587637016,38491.64223233812,24012.525213819285,366
1,3,837.5630904732382,50260.59517251703,33049.67030825406,366
1,4,1035.8974713505818,20487.122477301058,20191.88856539759,366
2,0,3115.653528374177,221219.20012268357,152460.83483700088,556
2,1,452.8044635988968,65917.44451840651,52723.888462322466,556
2,2,697.8823884371606,43795.71763543651,28255.781241816065,556
2,3,770.7690230050623,77882.37501411344,43881.01860561298,556
2,4,1194.1976533330571,33623.6629547271,27600.14652724936,556
3,0,3142.838095077387,259323.22946584615,169549.08987041007,598
3,1,605.2926330821005,87671.7058735111,60834.67766672691,598
3,2,1337.0374466664125,50459.81211916487,35733.39206048079,598
3,3,683.6943949437664,76569.65458648457,47560.73089559504,598
3,4,516.8136203851077,44622.05688668559,25420.28924760731,598
4,0,3056.664268666398,276532.7867305724,189375.85852660428,598
4,1,600.4202201435088,80765.44995536358,68522.96728115866,598
4,2,957.0546401526751,51774.868758919096,36653.1599087941,598
4,3,539.6988739775776,93036.58492218536,53676.00265796041,598
4,4,959.4905343926368,50955.883094104356,30523.728678691114,598
5,0,2201.1941829308166,325283.09708194504,197618.68283721924,598
5,1,488.02782231177565,88737.87156177634,75073.40159747745,598
5,2,680.9690173698243,56002.27808784772,33801.583125934856,598
5,3,369.8267149308971,115321.18087111069,56946.972289017904,598
5,4,662.3706283183197,65221.76656121024,31796.72582478902,598
6,0,2466.390970085544,360453.5885887533,155072.4510235688,598
6,1,433.83702371033496,107915.7974327389,53990.26714775643,598
6,2,1053.833137072024,62558.994039661084,32927.74783496508,598
6,3,461.7402509267547,124220.46459189896,46896.40856290367,598
6,4,516.9805583764303,65758.33252445441,21258.027477943622,598
7,0,2263.392328392927,350879.3847687831,123195.42389299846,598
7,1,418.1963018691736,99876.34148521992,41736.19683160653,598
7,2,753.7275122168547,59635.116542401825,19019.80301686408,598
7,3,329.2831493127799,130076.72339236602,36367.38744447857,598
7,4,762.1853649941189,61291.203348795374,26072.036600049258,598
8,0,2572.0604557199113,323612.0429383973,111437.73586103642,598
8,1,328.79913193406105,96431.16458048516,37036.75528132342,598
8,2,1471.5686613057635,40028.2129738528,17567.828593126993,598
8,3,407.35512026447725,124284.79605502047,33129.04772029043,598
8,4,364.3375422156095,62867.86932903889,23704.104266295573,598
